line_num,station_cd,station_nm,fr_code,operator,transfer,doors,english,japanese,chinese,restroom,crossable,wheelchair_charge,lost_found,parking,bicycle,document,atm,train_ticket,lounge,nursing_room,camera,phone_charge,locker,address,cx,cy,telno,origin
3호선,326,압구정,336,서울교통공사,,R,Apgujeong,アックジョン,狎鸥亭,,,,,,Y,Y,Y,,Y,,Y,Y,Y,서울특별시 강남구 압구정로 지하 172 (압구정역),37.527072,127.028461,02-6110-3361,압구정은 조선조 세조 / 성종 때 권신 한명회가 세상일을 잊기 위해 강가의 갈매기를 벗 삼아 지냈다는 정자 이름이다.
3호선,327,신사,337,서울교통공사,,R,Sinsa,シンサ,新沙,,,,,,,Y,Y,,Y,,Y,Y,Y,서울특별시 강남구 도산대로 지하 102 (신사역),37.516334,127.020114,02-6110-3371,"신사동은 1914년 새말(新村)과 사평리(沙平里)의 두 마을을 합칠 때 각각 첫 글자를 따서 지은 이름이다. 이곳은 광주군 언주면에 속해 있을 당시에는 모래벌판에 ""새말"" 나루터가 있던 한적한 곳이었으나 1963년에 서울시에 편입된 후 크게 변했다."
3호선,328,잠원,338,서울교통공사,,R,Jamwon,チャムォン,蚕院,,Y,Y,,,Y,,Y,,Y,,Y,,,서울특별시 서초구 잠원로 4길 지하 46 (잠원역),37.512759,127.01122,02-6110-3381,잠원동은 조선 초 잠실을 이곳에 두었기 때문에 유래된 것이며 / 원래 이곳은 시흥군 신동면 잠실리였는데 / 1963년 서울시에 편입될 때 강동구 잠실동과의 혼동을 피하기 위해 잠원동이라 한 것이다. 잠실은 잠실도회의 준말로서 조선 초의 국립양잠소였다.
3호선,329,고속터미널,339,서울교통공사,2736X4123,R,Express Bus Terminal,コソクターミナル,高速巴士客运站,,Y,,,,Y,,Y,,Y,Y,Y,Y,Y,서울특별시 서초구 신반포로 지하 188 (3호선 고속터미널역),37.50481,127.004943,02-6110-3391,반포동에 고속버스터미널이 들어선 것은 1976년 9월 1일로 이곳은 서울역과 함께 서울의 관문이 되었다. 이곳을 반포동이라고 부르게 된 연유는 개울이 구불구불 흐르기 때문에 서릿개 또는 번포(蟠浦)라고 부르던 것이 변하여 반포(盤浦)가 되었다는 이야기가 전해 온다. 서울과 지방 주요도시를 고속버스로 연결하는 경부선 / 호남선 / 영동선 등 고속버스터미널이 지상에 위치한 데서 역명이 유래하였다.
3호선,330,교대,340,서울교통공사,223,L,Nat'l Univ. of Education (Beobwon & Geomchalcheong),キョデ,首尔教育大学,,Y,,Y,,Y,,Y,,Y,,Y,Y,Y,서울특별시 서초구 서초대로 지하 294 (3호선 교대역),,,02-6110-3401,교대역은 인근에 서울교육대학이 있으므로 붙여진 이름이다. 이 역이 위치한 서초동(瑞草洞)은 예전에 이곳에 서리풀이 무성했기 때문에 유래된 것이다. 또한 법원 / 검찰청이 있어 병기하여 부르고 있다.
3호선,331,남부터미널,341,서울교통공사,,R,Nambu Bus Terminal (Yesuruijeondang),ナンブターミナル,南部客运站,Y,Y,,Y,,,,Y,,Y,,Y,,Y,서울특별시 서초구 서초중앙로 지하 31 (남부터미널역),37.485013,127.016189,02-6110-3411,서초동에 위치한 화물터미널로 인해 화물터미널역으로 되어 있었으나 화물터미널이 이전하고 이전장소에 남부시외버스 터미널이 들어와 남부터미널역으로 개명하였다. 서초동에는 정곡과 왕촌이라는 마을이 있었는데 이는 정씨와 왕씨가 많이 살았기 때문이다.
3호선,332,양재,342,서울교통공사,,R,Yangjae (Seocho-gu Office),ヤンジェ,良才,Y,Y,,,Y,Y,,Y,,,,Y,,Y,서울특별시 서초구 남부순환로 지하 2585 (3호선 양재역),37.484147,127.034631,02-6110-3421,양재라는 지명은 어질고 재주 있는 사람이 많이 살던 곳에 역이 설치된 데서 마을 이름이 유래되었다. 양재(良才)는 고려 때 양재(楊梓)라고도 했는데 조선시대 역이 생기면서 중앙과 지방의 공문 전달 / 관물ㆍ세공의 수송 / 숙식 제공 등을 담당하였다 / 역말ㆍ말죽거리라고도 하였다.
3호선,333,매봉,343,서울교통공사,,R,Maebong,メボン,梅峰,,Y,,,,Y,,Y,,,,,,,서울특별시 강남구 남부순환로 지하 2744 (매봉역),37.486947,127.046769,02-6110-3431,매봉역은 옛날부터 내려온 말죽거리와 독구리 마을 사이에 있는 해발 95미터의 매봉산 명칭을 참고하여 매봉역의 이름으로 유래됨.
3호선,334,도곡,344,서울교통공사,1025,R,Dogok,トゴク,道谷,,Y,,Y,,Y,,Y,,Y,Y,Y,,Y,서울특별시 강남구 남부순환로 지하 2814 (3호선 도곡역),37.490858,127.055381,02-6110-3441,도곡의 유래는 마을 뒤에 매봉산이 둘러있고 물 아래쪽 산부리에 돌이 많이 박혀있어 돌부리라 하던 것이 변하여 독구리 / 독곡이 되어 / 지금의 도곡이라 명명하였다.
3호선,335,대치,345,서울교통공사,,R,Daechi,テチ,大峙,Y,Y,,,,Y,,Y,,,,Y,,,서울특별시 강남구 남부순환로 지하 2952 (대치역),37.494612,127.063642,02-6110-3451,대치동 동명의 유래는 당시 자연부락 7 / 8개 마을 중 큰 고개 밑에 있는 한티(또는 한터) 마을을 한자명으로 대치라 한데서 비롯되었다.
3호선,336,학여울,346,서울교통공사,,R,Hangnyeoul,ハギョウル,鹤滩,,Y,,,Y,,,Y,,Y,,,,,서울특별시 강남구 남부순환로 지하 3104 (학여울),37.496663,127.070594,02-6110-3461,학여울이란 탄천과 양재천이 만나는 지점인 한강 갈대밭 부근의 옛 지명이 대동여지도에는 학탄(鶴灘)으로 ’탄’을 한글로 풀어서 학여울이라 제정하였다(여울 : 강이나 바다에서 얕거나 좁아 물살이 빠르고 세찬 곳).
3호선,337,대청,347,서울교통공사,,R,Daecheong,テチョン,大厅,Y,,,Y,Y,Y,,Y,,Y,,Y,,,서울특별시 강남구 일원로 지하 2 (대청역),37.493514,127.079532,02-6110-3471,조선시대 이곳 마을에 99칸의 한옥이 있었는데 / 옛 잠실 일대에서 이곳을 바라보면 한옥의 대청 큰 마루가 보인다 하여 이곳 지역이 대청마을로 불려지게 되었다.
3호선,338,일원,348,서울교통공사,,R,Irwon,イルォン,逸院,,,,,Y,,,Y,,Y,,Y,,,서울특별시 강남구 일원로 지하 121 (일원역),37.483681,127.08439,02-6110-3481,일원 동명의 유래는 옛날 이 마을에 일원이라는 서원이 있었으므로 일원이 변하여 일언이라 한데서 연유하고 또한 이 근처에서 가장 오래된 마을이므로 본동이라고도 한다. 그러나 일설에는 이 마을의 사방이 대모산에 가려져 숨겨 있는 마을이라고 해서 일원동이라 불리어 졌으며 ’일원역’은 이러한 유래가 있는 법적 동명을 사용했다.
3호선,339,수서,349,서울교통공사,1030,R,Suseo,スソ,水西,Y,Y,,,Y,Y,Y,Y,,Y,,Y,,Y,서울특별시 강남구 광평로 지하 270 (3호선 수서역),37.487371,127.10188,02-6110-3491,이 지역의 서쪽에 한강 물이 흐른다하여 수서리라 하였다하며 예전부터 일원동과 같이 변천해 왔다. 또한 이곳은 조선 태조의 제7자 무안대군(방번) 내외 및 그 자손들의 묘소와 전주 이씨 장의공파 묘소 700여 기가 있어 궁말 또는 궁촌이라 불렀으며 서울특별시에서는 지방 유형문화재 제48호로 지정ㆍ보호하고 있다.
3호선,340,가락시장,350,서울교통공사,2818,R,Garak Market,カラク·シジャン,可乐市场,,Y,Y,,,,,,,,,,,Y,서울특별시 송파구 송파대로 지하 257 (3호선 가락시장역),37.492522,127.118234,02-6110-3501,"가락동은 조선시대 가락골을 중심으로 띄엄띄엄 마을이 있어 자연부락 이름으로 불리어 오다가 을축년(1925년) 대홍수 때 한강이 범람하여 송파동 일대가 침수되자 사람들이 이곳으로 이주하여 ""가히 살 만한 땅""즉 / 좋은 땅이라 하여 붙여진 이름으로 농수산물 종합도매시장이 1985.6.1 개장되어 서울시민에게 신선한 야채와 과일 / 어물 / 축산물을 공급하고 있다. 3호선 가락시장역은 2010년 개통되었다."
3호선,341,경찰병원,351,서울교통공사,,R,National Police Hospital,キョンチャル·ピョンウォン,警察医院,,Y,,Y,,,,Y,,,,,,,서울특별시 송파구 중대로 지하 149 (경찰병원역),37.495918,127.12454,02-6110-3511,인근에 국립경찰병원이 있어 명명되었다.
3호선,342,오금,352,서울교통공사,2558,R,Ogeum,オグム,梧琴,,,,Y,,Y,Y,Y,,,,,,,서울특별시 송파구 오금로 지하 321 (3호선 오금역),37.502162,127.128111,02-6110-3521,주위에 오동나무가 많고 / 가야금을 만드는 사람이 살아 오금동이 되었으며 / 병자호란 때 인조가 남한산성으로 피난 시 이 곳에서 쉬면서 오금이 아프다고 하여 오금골이란 설이 있다. 지하철 개통 시 동명을 따라 명명되었으며 / 3호선 오금역은 2010년 개통되었다.
4호선,409,당고개,409,서울교통공사,,R,Danggogae,タンゴゲ,堂岭,Y,,,,Y,,,,,,,,,,서울특별시 노원구 상계로 305 (당고개역),37.670272,127.079066,02-6110-4091,서낭당이 있는 고개'에서 유래되었다.
4호선,410,상계,410,서울교통공사,,R,Sanggye,サンゲ,上溪,Y,Y,,,,,,,,,,,,,서울특별시 노원구 상계로 182 (상계역),37.660878,127.073572,02-6110-4101,불암산과 수락산의 골짜기에서 생겨난 ’한천’이 중랑천으로 이어지고 이 하천의 계곡 윗부분을 상계라 일컫고 하부를 하계라 한데서 유래됨.
4호선,411,노원,411,서울교통공사,,R,Nowon,ノウォン,芦原,Y,Y,,,,,,,,,,,,,서울특별시 노원구 상계로 69-1 (4호선 노원역),37.655128,127.061368,02-6110-4111,노원이란 명칭은 조선시대의 국립여관격인 원(院)터가 있었던 곳이라 하여 붙여진 지명이라고 하며 / 서울 근교에서는 이와 같은 홍제원 / 이태원 등이 있었다고 한다.
4호선,412,창동,412,서울교통공사,,R,Chang-dong,チャンドン,仓洞,Y,Y,,,,,,,,,,,,,서울특별시 도봉구 마들로 11길 77 (4호선 창동역),37.653166,127.047731,02-6110-4121,창동이라는 지명은 본래 이 지역 일대가 넓은 들판으로서 조선시대에 임금님께 곡식을 진상하던 곡물창고가 있었던 데서 붙여진 이름이라고 한다.
4호선,413,쌍문,413,서울교통공사,,R,Ssangmun,サンムン,双门,Y,,,,,,,,,,,,,,서울특별시 도봉구 도봉로 지하 486-1 (쌍문역),37.648627,127.034709,02-6110-4131,쌍문이란 지명유래는 쌍갈래 길에 이문이란 일종의 방범초소가 있어 ’쌍갈무늬’라고 불리던 것이 변음된 것이라고 한다.
4호선,414,수유,414,서울교통공사,,R,Suyu (Gangbuk-gu Office),スユ,水逾,,,,,,,,,,,,,,,서울특별시 강북구 도봉로 지하 338 (수유역),37.638052,127.025732,02-6110-4141,수유리란 지명은 인근의 우이천이 장마철이 되면 흔히 물이 넘쳐 물결치는 모습이 아름답다하여 수유라고 불려졌다고 한다.
4호선,415,미아,415,서울교통공사,,R,Mia,ミア,彌阿,,,,,,,,,,,,,,,서울특별시 강북구 도봉로 지하 198 (미아역),37.62667,127.025983,02-6110-4151,’미아’라는 지명은 고려 말기부터 부근 야산의 언덕에 있던 마을의 모습을 넓을 미(彌)와 언덕을 뜻하는 아(阿)를 합하여 부르던 것으로 원래는 삼각산 끝의 양지바른 곳이라 하여 삼양동으로 불리기도 하였다.
4호선,416,미아사거리,416,서울교통공사,,R,Miasageo-ri,ミアサゴリ,弥阿十字路口,,,,,,,,,,,,,,,서울특별시 강북구 도봉로 지하 50 (미아삼거리역),37.613292,127.030053,02-6110-4161,미아사거리역은 당초 미아삼거리역(장위동 / 종암동 / 돈암동의 세 갈래 길이 나누어지는 지형에 붙음)이라 불리었으나 2004년 2월 미아고가차도가 철거됨에 따라 2013.12.26 미아사거리역으로 개정되었다. 한편 이 일대는 예로부터 밤나무 숲이 많아 밤나무골 월곡(月谷)이라는 지명이 전해지기도 한다.
4호선,417,길음,417,서울교통공사,,L,Gireum,キルム,吉音,,Y,,,Y,,,,,,,,,,서울특별시 성북구 동소문로 지하 248 (길음역),37.603407,127.025053,02-6110-4171,길음(吉音)이라는 지명은 일명 기리목골이라고 불리기도 한다. 이 말은 본래 이 지역을 통과하는 정릉천이 흐르는 계곡마다 그 물소리가 맑고 고와 좋은 노래 소리가 들리는 동네라는 뜻으로 지금은 그 음을 따서 길음동으로 불려지고 있다.
4호선,418,성신여대입구,418,서울교통공사,,R,Sungshin Women's Univ. (Donam),ソンシンヨデイック,诚信女子大学(敦岩),,Y,,,,,,,,,,,,,서울특별시 성북구 동소문로 지하 102 (성신여대역),37.592624,127.016403,02-6110-4181,돈암동이란 지명은 되너머고개 즉 돈암현(敦岩峴)이 있기 때문에 유래된 것이다. 현재는 미아리고개라고 불리고 있지만 전해오는 말에 의하면 ’되놈’이 이 고개를 넘어 침입해왔기 때문에 되너미고개라고 한데서 유래하였다.
4호선,419,한성대입구,419,서울교통공사,,L,Hansung Univ. (Samseongyo),ハンソンデイック,汉城大学(三仙桥),,Y,,,,,,,,,,,,,서울특별시 성북구 삼선교로 지하 1 (한성대입구역),37.588458,127.006221,02-6110-4191,삼선교(三仙橋)라는 지명은 이 지역 남쪽의 옥녀봉 봉우리에 하늘에서 내려온 세 선녀와 옥녀가 함께 어울려 놀았다는 전설이 오늘에까지 전래되고 있는데서 유래된 것이다.
4호선,420,혜화,420,서울교통공사,,R,Hyehwa,ヘファ,惠化,,N,,,,,,,,,,,,,서울특별시 종로구 대학로 지하 120 (혜화역),37.582336,127.001844,02-6110-4201,혜화라는 지명은 근세 조선의 도성 8대문 중의 하나로서 혜화문이 있었던 것에서 유래되었다. 또한 혜화문이 위치했던 숲의 무성한 고개를 ’동소문고개’라 했다 해서 동소문으로 불리어 졌었다고 한다.
4호선,421,동대문,421,서울교통공사,,L,Dongdaemun,トンデムン,东大门,Y,Y,,,,,,,,,,,,,서울특별시 종로구  율곡로 지하 308 (종로6가) (4호선 동대문역),37.57142,127.009745,02-6110-4211,동대문은 흥인지문의 속칭으로 도성 4대문의 하나이다. 보물 제1호로 지정된 동대문은 조선 초 태조 때에 세워졌지만 조선 말 고종 때 완전히 해체하여 바닥을 높인 다음 건축한 것이다. 이문을 특별히 옹성으로 쌓은 것은 이곳의 지대가 낮아 외적을 방어하기 어렵기 때문이다.
4호선,422,동대문역사문화공원,422,서울교통공사,,L,Dongdaemun yeoksa munhwa park,トンデムン·ヨッサムンファゴンウォン,东大门历史文化公园,Y,Y,,,,,,,,,,,,,서울특별시 중구 장충단로 지하 230 (4호선 동대문역사문화공원역),37.565138,127.007896,02-6110-4221,동대문역사문화공원역은 당초 동대문운동장으로 명명되다 2009년 옛 동대문운동장 부지에 동대문역사문화공원이 개장되면서 현재의 명칭으로 바뀌어 유지되고 있다.
4호선,423,충무로,423,서울교통공사,,R,Chungmu-ro,チュンムロ,忠武路,Y,Y,,,,,,,,,,,,,서울특별시 중구 퇴계로 지하 199 (충무로역),37.561243,126.99428,02-6110-4231,충무로는 임진왜란 때 명장 충무공 이순신의 시호를 붙인 것이다. 이순신 장군이 태어난 곳은 건천동 즉 현재의 인현동1가였으므로 이를 기념하기 위해 충무로로 지었다. 이곳은 남촌 또는 아랫대로 불리던 지역으로 사육신의 한 사람인 박팽년 외에 많은 명사들이 살았다.
4호선,424,명동,424,서울교통공사,,L,Myeong-dong,ミョンドン,明洞,Y,Y,,,,,,,,,,,,,서울특별시 중구 퇴계로 지하 126 (명동역),37.560989,126.986325,02-6110-4241,명동은 갑오개혁(1894년) 때 처음 붙여진 이름으로 이는 조선 초부터 이곳을 명례방이라고 한데서 유래된 것이다. 유행의 1번지로 일컫는 이곳은 한 때 다방을 중심으로 ’예술의 거리’로 알려져 있다.
4호선,425,회현,425,서울교통공사,,L,Hoehyeon (Namdaemun Market),フェヒョン,会贤(南大门市场),Y,Y,,,,,,,,,,,,,서울특별시 중구 퇴계로 지하 54 (회현역),37.558514,126.978246,02-6110-4251,회현동은 조선 말 고종 때 처음 붙여진 이름으로 이는 전일의 호현동(好賢洞)이 반음되어 유래된 것으로 이곳에는 조선왕조 때 정광필 / 김상헌 형제 등 어진 사람들이 모여 살았기 때문에 회현동(會賢洞)이라 불리어진 것이다.
4호선,426,서울,426,서울교통공사,,L,Seoul Station,ソウルヨク,首尔(站),,Y,,,,,,,,,,,,,서울특별시 용산구 한강대로 지하 392 (동자동) (4호선 서울역),37.554648,126.972559,02-6110-4261,"서울역은 광무4년(1900년) 남대문역으로 출발하여 1923년 경성역으로 개칭되었으나 광복 후 1947년 ""서울"" 지명을 반영하여 서울역으로 개칭되어 불려지게 되었다. 사적 제284호로 지정된 서울역사는 1925년에 지어진 건물로 현재는 민자역사 건설로 사적지로 남아있다."
4호선,427,숙대입구,427,서울교통공사,,R,Sookmyung Women's Univ. (Garwol),スクテイック,淑明女子大学(葛月),,,,,,,,,,,,,,,서울특별시 용산구 한강대로 지하 306(갈월동) (숙대입구역),37.54456,126.972106,02-6110-4271,숙대입구역이 위치한 갈월동은 갑오개혁 때 붙여진 명칭으로 칡이 무성하여 유래된 것으로 알려져 있다. 또한 / 이곳은 산줄기가 불룩하게 나와 있어 ’부룩배기’라고도 불린다.
4호선,428,삼각지,428,서울교통공사,,R,Samgakji,サムガクチ,三角地,,Y,,,,,,,,,,,,,서울특별시 용산구 한강대로 지하 180(한강로1가) (삼각지역),37.534777,126.97311,02-6110-4281,현재 삼각지역이 세워진 곳은 옛날 한강 / 이태원 / 서울역 방면으로 도로가 나 있어 땅 모양이 세모졌다고 하여 삼각지로 불린 것이다. 이곳은 한강로1가 지역이지만 조선 중기 이후에는 둔지방이라 칭해왔다.
4호선,429,신용산,429,서울교통공사,,R,Sinyongsan,シニョンサン,新龙山,,,,,,,,,,,,,,,서울특별시 용산구 한강대로 지하 112(한강로2가) (신용산역),37.52917,126.967894,02-6110-4291,용산의 지명은 백제 기루왕 때 한강에서 두 마리 용이 나타나 유래되었다는 설과 산줄기가 마치 용처럼 구불구불 뻗어 나갔기 때문에 불리어 졌다는 설도 있다. 서울의 경우 무악에서부터 시작된 산줄기는 남쪽의 약현과 만리현을 지나 한강변에 와서 머리를 든 용과 같은 지형을 나타내고 있다.
4호선,430,이촌,430,서울교통공사,,R,Ichon (Gungnip jungang bangmulgwan),イチョン,二村,Y,Y,,,,,,,,,,,,,서울특별시 용산구 서빙고로 지하 83(용산동5가) (이촌역),37.522272,126.974345,02-6110-4301,이촌동은 옛날부터 중지도와 상변에 살던 사람들이 큰 비만 오면 대피했기 때문에 이촌동으로 되었다고 한다. 또한 1914년에 신촌리 / 사촌리의 두 마을을 합쳤기 때문에 이촌동이 되었다는 설도 있다.
4호선,431,동작,431,서울교통공사,,R,Dongjak (Hyeonchungwon),トンジャク,銅雀,Y,Y,,,Y,,,,,,,,,,서울특별시 동작구 현충로 257(동작동) (4호선 동작역),37.502971,126.979306,02-6110-4311,‘동작’이라는 명칭은 동재기 나루 즉 / 동작진에서 유래하였으며 / 동재기 흑석동에서 현재 국립현충원으로 넘어오는 강변일대에 검붉은 구릿빛(銅) 색을 띤 돌들이 많이 분포되어 있는데서 붙여진 이름이다.
4호선,432,총신대입구,432,서울교통공사,,R,Chongshin Univ. (Isu),チョンシンデイック,总神大学(梨水),Y,Y,,,,,,,,,,,,,서울특별시 동작구 동작대로 지하 117(사당동) (4호선 총신대입구역),37.486263,126.981989,02-6110-4321,총신대입구(이수)역은 이곳에 이수교가 있으므로 유래된 것이다. 이수교는 배물다리를 한자음으로 고친 것으로 이 다리 남쪽에 배나무골이 있고 동쪽에는 한강 물이 흐르기 때문에 지어진 이름이다.
4호선,433,사당,433,서울교통공사,,L,Sadang,サダン,舍堂,Y,Y,,,,,,,,,,,,,서울특별시 동작구  동작대로 지하 3(사당동) (4호선 사당역),,,02-6110-4331,사당동은 옛날 이 곳에 큰 사당이 있었기 때문에 유래된 것으로 전해온다. 관악산 기슭에는 사적 제247호로 지정된 백제 요지가 있다. 즉 이곳은 백제 중기 이후의 토기 생산지로 한강변의 백제 요지로는 유일한 곳이다.
4호선,434,남태령,434,서울교통공사,,L,Namtaeryeong,ナムテリョン,南泰岭,Y,Y,,,,,,,,,,,,,서울특별시 서초구 과천대로 지하 816(방배동) (남태령역),37.463873,126.989134,02-6110-4341,남태령은 서울과 삼남(호남 / 영남 / 충남)을 잇는 길목이었다. 관악산의 북동쪽 능선을 가로지르는 고개의 남서울쪽에는 우면산 정상이 각각 자리 잡고 있다. 남태령의 이름이 ’여우고개’로 불리고 있을 때 조선시대 정조는 이 고개를 넘어 수원에 있는 부친 사도세자의 능을 자주 참배 했다고 함. 정조가 이 고개를 넘을 때 시종들에게 이 고개 이름을 물었을 때 남태령이라고 답했었다고 한다. 그 후 이 고개를 남태령이라고 불렀다.
4호선,1450,선바위,435,한국철도공사,,L,Seonbawi,ソンバウィ,立岩,,,,,Y,,,,,,,,,,경기도 과천시 중앙로 지하440,37.451673,127.002303,02-502-1356,인근 하리천에 큰 바위가 우람하게 서있어서 선암이라는 지명을 순 우리말로 고쳐 불려지게 된데서 유래
4호선,1451,경마공원,436,한국철도공사,,L,Racecourse park,キョンマゴンウォン,竞马公园,,,,,Y,,,,,,,,,,경기도 과천시 경마공원대로 지하 105,37.443885,127.007888,1544-7788,인근에 경마장과 경마공원이 있어 제정
4호선,1452,대공원,437,한국철도공사,,L,Grand park,テゴンウォン,首尔大公园,,Y,,,Y,,,,,,,,,,경기도 과천시 대공원대로 지하50,37.435675,127.006523,1544-7788,인근에 서울대공원이 있어 명명
4호선,1453,과천,438,한국철도공사,,L,Gwacheon,クァチョン,果川,Y,Y,,,Y,,,,,,,,,,경기도 과천시 별양로 지하177,37.433021,126.996568,1544-7788,"과천은 과일과 시내, 구름, 산, 암자등이 잘 어우러져 쾌적하고 안락한 삶의 터전이라는 소재에서 유래"
4호선,1454,정부과천청사,439,한국철도공사,,L,Government Complex Gwacheon,チョンブ·グァチョンチョンサ,政府果川厅舍,Y,Y,,,Y,,,,,,,,,,경기도 과천시 중앙로 지하 100,37.426513,126.98978,1544-7788,인근에 정부과천청사가 있어 명명
4호선,1455,인덕원,440,한국철도공사,,L,Indeogwon,インドグォン,仁德院,,Y,,,Y,,,,,,,,,,경기도 안양시 동안구 흥안대로 지하 529,37.401553,126.976715,1544-7788,"조선시대 높은 관직을 역임한 내관들이 덕을 베풀어 인덕(仁德)이라 했으며, 여행자의 숙식을 제공하는 원(院)을 설치하면서부터 인덕원(仁德院)이라 불림"
4호선,1456,평촌,441,한국철도공사,,L,Pyeongchon,ピョンチョン,坪村,,Y,,,,,,,,,,,,,경기도 안양시 동안구 부림로 지하 123,37.394287,126.963883,1544-7788,벌판에 띄엄띄엄 동네가 있었다 하여 평촌이라 불린데서 유래
4호선,1457,범계,442,한국철도공사,,L,Beomgye,ポムゲ,凡溪,,,,,,,,,,,,,,,경기도 안양시 동안구 동안로 지하130,37.389793,126.950806,1544-7788,"호계동은 옛날의 방죽말, 안말, 새터말등 3개 마을을 통칭해 일컫던 마을이름이며, 원명은 범계마을이라 한데서 유래. 이곳은 들판과 골짜기, 야산이 있어 자연초목이 우거지고 맹수들이 서식하는 곳으로서 냇가에 범이 많았다 하여 범계라 불렀으며 이를 한자화하여 虎溪洞이 됨"
4호선,1458,금정,443,한국철도공사,,R,Geumjeong,クムジョン,衿井,Y,Y,,,Y,,,,,,,,,,경기도 군포시 군포로 750,37.372221,126.943429,1544-7788,벌판에 자리잡은 마을이라 어느곳이나 파기만 하면 물이 잘 나와 물긷는 여인들의 옷을 적신다 하여 금정리(衿井里)라 한데서 유래
4호선,1751,산본,444,한국철도공사,,L,Sanbon,サンボン,山本,,,,,Y,,,,,,,,,,경기도 군포시 번영로 504,37.358101,126.933274,1544-7788,수리산을 바탕으로 이룩된 마을이란 뜻에서 유래
4호선,1763,수리산,445,한국철도공사,,L,Surisan,スリサン,修理山,,Y,,,,,,,,,,,,,경기도 군포시 번영로 385,37.349801,126.925365,1544-7788,"빼어난 산봉의 바위가 마치 독수리와 같아 수리산이라 했다는 설과, 신라 진흥왕때 창건한 절이 신심을 닦는 성지라 하여 수리사라 하였는데 그후 산명을 수리산이라 칭하였다는 설, 조선조때 어느 왕손이 수도 하였다하여 수본산이라 부르기도 하는데, 그 중에서 산봉의 바위가 독수리와 같아 수리산이라 했다는 설이 가장 유력하다."
4호선,1752,대야미,446,한국철도공사,,L,Daeyami,テヤミ,大夜味,,Y,,,,,,,,,,,,,경기도 군포시 대야1로 28,37.328467,126.917332,1544-7788,"산간지역으로 대부분 논밭이 협소하나 이 지역에 1정보(町步) 크기의 논이 있었다는데서 큰배미, 한배미라는 뜻으로 대야미라는 지명이 생성"
4호선,1753,반월,447,한국철도공사,,L,Banwol,パヌォル,半月,,Y,,,,,,,,,,,,,경기도 안산시 상록구 건건로 119-10,37.312212,126.903524,1544-7788,마을 가운데 수리산 줄기의 속칭이 반월산이라 하여 그이름을 따 반월이라 한데서 유래
4호선,1754,상록수,448,한국철도공사,,L,Sangnoksu,サンロッス,常绿树,,Y,,,Y,,,,,,,,,,경기도 안산시 상록구 상록수로 61,37.302795,126.866489,1544-7788,"소설 상록수의 공간적 배경으로 소설의 배경과 등장하는 지명, 지역이 다수 존재하는데서 역명 제정"
4호선,1755,한대앞,449,한국철도공사,,L,Handaeap,ハンデアプ,汉阳大学(安山),Y,Y,,,Y,,,,,,,,,,경기도 안산시 상록구 충장로 337,37.309689,126.85344,1544-7788,인근에 한양대학교(안산캠퍼스)가 있어 명명
4호선,1756,중앙,450,한국철도공사,,L,ungang,チュンアン,中央,Y,Y,,,Y,,,,,,,,,,경기도 안산시 단원구 중앙대로 918,37.315941,126.838573,1544-7788,지역적으로 안산시의 중앙이라하여 중앙이라 명명
4호선,1757,고잔,451,한국철도공사,,L,Gojan,コジャン,古栈,Y,Y,,,Y,,,,,,,,,,경기도 안산시 단원구 중앙대로 784,37.316777,126.823249,1544-7788,곶의 안쪽' 이라는 말을 한자로 소리나는대로 표기하여 유래
4호선,1758,초지,452,한국철도공사,,L,Choji,チョジ,草芝,Y,Y,,,Y,,,,,,,,,,경기도 안산시 단원구 중앙대로 620,37.320646,126.805913,1544-7788,"공단지역에 있어 공단역으로 제정하였으나 2012년, 남양만을 제압하는 서해안의 요충지로 초지양영이 있었다 하여 유래된 지명인 초지 로 역명 변경"
4호선,1759,안산,453,한국철도공사,,L,Ansan,アンサン,安山,,Y,,,Y,,,,,,,,,,경기도 안산시 단원구 중앙대로 462,37.327082,126.788532,1544-7788,산봉우리의 모양이 연꽃 만송이가 얽혀져있는 형상이라 하여 안산이라 불린데서 유래
4호선,1760,신길온천,454,한국철도공사,,L,Singiloncheon,シンギルオンチョン,新吉溫泉,,Y,,,Y,,,,,,,,,,경기도 안산시 단원구 황고개로 2,37.338212,126.765844,1544-7788,"안산군 와리면 신각리 (현 샛뿔마을 : 소의 뿔)의 ""신""자와 적길리 (현 능길마을 : 현덕왕후의 표를 목내동 안에 쓴 후부터 가는 길에 있는 마을)의 ""길""자를 따서 붙여진 이름이고, 주변에 온천이 개발될 예정이라 하여 명명되었으나 백지화된 상태"
4호선,1761,정왕,455,한국철도공사,,L,Jeongwang,チョンワン,正往,,Y,,,Y,,,,,,,,,,경기도 시흥시 마유로418번길 15,37.351735,126.742989,1544-7788,역의 주변이 정왕동의 중심이어서 명명. 정왕역이 위치하고 있는 곳 뒷편 봉우제 마을에 있던 봉화산에 봉화대가 있었는데 여기를 왕래하는 사람이 모두 공직자(正)라는 뜻으로 정왕산(正往山)이라 부른데서 유래
